20044,'2019-5-11','2019-5-19',2,4,2'
20045,'2019-6-4','2019-6-19',1,2,1'
20046,'2019-7-6','2019-7-18',4,2,0'
20047,'2019-8-4','2019-8-15',1,1,1'
20048,'2019-9-1','2019-9-27',2,0,1'
20049,'2019-10-7','2019-10-20',4,1,2'
20050,'2019-11-5','2019-11-22',3,4,2'
20051,'2019-12-14','2019-12-23',3,1,0'
20052,'2019-1-12','2019-1-26',2,2,0'
20053,'2019-2-1','2019-2-20',2,4,0'
20054,'2019-3-10','2019-3-28',1,3,0'
20055,'2019-4-1','2019-4-19',4,0,2'
20056,'2019-5-8','2019-5-19',1,4,0'
20057,'2019-6-1','2019-6-19',4,4,1'
20058,'2019-7-2','2019-7-20',1,1,0'
20059,'2019-8-8','2019-8-23',2,0,2'
20060,'2019-9-10','2019-9-26',1,2,0'
20061,'2019-10-9','2019-10-21',1,1,0'
20062,'2019-11-2','2019-11-24',1,0,0'
20063,'2019-12-7','2019-12-15',1,0,1'
20064,'2019-1-3','2019-1-25',4,4,0'
20065,'2019-2-2','2019-2-26',3,3,2'
20066,'2019-3-9','2019-3-28',1,3,1'
20067,'2019-4-11','2019-4-18',4,0,2'
20068,'2019-5-12','2019-5-20',4,4,1'
20069,'2019-6-7','2019-6-19',3,0,2'
20070,'2019-7-8','2019-7-23',1,3,0'
20071,'2019-8-4','2019-8-17',4,2,1'
20072,'2019-9-12','2019-9-22',4,2,0'
20073,'2019-10-12','2019-10-26',3,0,1'
20074,'2019-11-1','2019-11-27',4,1,2'
20075,'2019-12-3','2019-12-22',2,4,0'
20076,'2019-1-3','2019-1-28',4,1,2'
20077,'2019-2-3','2019-2-23',1,2,1'
20078,'2019-3-3','2019-3-25',1,1,1'
20079,'2019-4-13','2019-4-27',3,3,0'
20080,'2019-5-6','2019-5-19',2,1,1'
20081,'2019-6-9','2019-6-15',2,2,2'
20082,'2019-7-14','2019-7-21',1,2,2'
20083,'2019-8-1','2019-8-22',1,0,2'
20084,'2019-9-14','2019-9-22',1,0,2'
20085,'2019-10-14','2019-10-24',2,2,0'
20086,'2019-11-6','2019-11-22',4,2,0'
20087,'2019-12-8','2019-12-26',2,0,1'
20088,'2019-1-11','2019-1-26',2,4,1'
20089,'2019-2-14','2019-2-18',1,2,0'
20090,'2019-3-14','2019-3-27',2,1,2'
20091,'2019-4-13','2019-4-26',1,4,2'
20092,'2019-5-14','2019-5-28',2,0,2'
