50110,'2019-11-3','2019-11-20',3,0,0'
50111,'2019-12-8','2019-12-25',4,3,0'
50112,'2019-1-4','2019-1-15',4,4,1'
50113,'2019-2-4','2019-2-20',2,3,2'
50114,'2019-3-1','2019-3-28',4,2,0'
50115,'2019-4-9','2019-4-18',2,1,1'
50116,'2019-5-8','2019-5-20',2,3,1'
50117,'2019-6-11','2019-6-22',4,0,0'
50118,'2019-7-3','2019-7-21',2,1,1'
50119,'2019-8-1','2019-8-28',3,2,0'
50120,'2019-9-14','2019-9-17',3,2,0'
50121,'2019-10-8','2019-10-19',3,2,1'
50122,'2019-11-10','2019-11-17',4,0,2'
50123,'2019-12-3','2019-12-25',4,1,0'
50124,'2019-1-9','2019-1-22',4,4,1'
50125,'2019-2-4','2019-2-28',4,4,2'
50126,'2019-3-14','2019-3-27',2,0,1'
50127,'2019-4-1','2019-4-19',1,2,2'
50128,'2019-5-8','2019-5-24',3,3,1'
50129,'2019-6-11','2019-6-20',3,0,0'
50130,'2019-7-10','2019-7-19',3,2,0'
50131,'2019-8-4','2019-8-27',1,4,0'
50132,'2019-9-10','2019-9-15',3,3,0'
50133,'2019-10-10','2019-10-22',4,1,2'
50134,'2019-11-6','2019-11-26',4,4,1'
50135,'2019-12-4','2019-12-22',2,1,0'
50136,'2019-1-9','2019-1-18',2,4,2'
50137,'2019-2-6','2019-2-28',3,2,0'
50138,'2019-3-6','2019-3-26',1,3,0'
50139,'2019-4-5','2019-4-19',4,2,0'
50140,'2019-5-12','2019-5-25',1,4,0'
50141,'2019-6-5','2019-6-27',4,2,2'
50142,'2019-7-8','2019-7-19',2,2,0'
50143,'2019-8-3','2019-8-16',1,3,2'
50144,'2019-9-5','2019-9-22',1,1,0'
50145,'2019-10-6','2019-10-21',2,2,2'
50146,'2019-11-2','2019-11-16',2,0,1'
50147,'2019-12-4','2019-12-19',3,2,1'
50148,'2019-1-12','2019-1-24',2,0,0'
50149,'2019-2-6','2019-2-19',2,2,0'
50150,'2019-3-4','2019-3-26',1,2,1'
50151,'2019-4-7','2019-4-20',4,2,1'
50152,'2019-5-8','2019-5-28',2,0,0'
50153,'2019-6-7','2019-6-23',2,0,1'
50154,'2019-7-11','2019-7-22',3,0,2'
50155,'2019-8-14','2019-8-18',3,4,1'
50156,'2019-9-10','2019-9-28',2,4,0'
50157,'2019-10-9','2019-10-23',3,3,0'
50158,'2019-11-12','2019-11-22',4,3,0'
50159,'2019-12-11','2019-12-21',2,3,2'
50160,'2019-1-5','2019-1-27',2,4,1'
50161,'2019-2-3','2019-2-26',3,2,2'
50162,'2019-3-10','2019-3-26',2,1,1'
50163,'2019-4-4','2019-4-27',3,2,1'
50164,'2019-5-7','2019-5-26',1,0,2'
50165,'2019-6-1','2019-6-17',4,2,1'
50166,'2019-7-1','2019-7-17',1,4,0'
50167,'2019-8-7','2019-8-16',1,0,1'
50168,'2019-9-4','2019-9-21',2,3,1'
50169,'2019-10-6','2019-10-18',1,0,2'
50170,'2019-11-14','2019-11-17',4,1,0'
50171,'2019-12-10','2019-12-22',4,4,1'
50172,'2019-1-10','2019-1-17',2,0,0'
50173,'2019-2-9','2019-2-22',1,4,0'
50174,'2019-3-4','2019-3-26',2,4,1'
50175,'2019-4-11','2019-4-16',2,3,1'
50176,'2019-5-12','2019-5-23',1,2,0'
50177,'2019-6-14','2019-6-18',1,0,0'
50178,'2019-7-9','2019-7-21',1,3,1'
50179,'2019-8-1','2019-8-20',1,3,1'
50180,'2019-9-14','2019-9-18',3,4,0'
50181,'2019-10-4','2019-10-17',4,4,2'
50182,'2019-11-14','2019-11-20',1,2,0'
50183,'2019-12-14','2019-12-24',2,3,2'
50184,'2019-1-4','2019-1-15',3,4,0'
50185,'2019-2-6','2019-2-21',1,2,1'
50186,'2019-3-5','2019-3-27',4,1,1'
50187,'2019-4-2','2019-4-23',4,1,1'
50188,'2019-5-4','2019-5-23',3,2,2'
50189,'2019-6-9','2019-6-27',2,3,1'
50190,'2019-7-11','2019-7-15',4,3,0'
50191,'2019-8-6','2019-8-27',2,4,2'
50192,'2019-9-13','2019-9-20',4,1,2'
50193,'2019-10-14','2019-10-18',3,3,1'
50194,'2019-11-10','2019-11-16',1,3,2'
50195,'2019-12-14','2019-12-20',2,0,2'
50196,'2019-1-4','2019-1-22',2,3,2'
50197,'2019-2-13','2019-2-21',2,2,1'
50198,'2019-3-12','2019-3-27',1,3,2'
50199,'2019-4-13','2019-4-26',1,1,2'
50200,'2019-5-7','2019-5-15',2,4,1'
50201,'2019-6-9','2019-6-17',4,1,1'
50202,'2019-7-11','2019-7-28',4,2,0'
50203,'2019-8-6','2019-8-19',2,3,0'
50204,'2019-9-4','2019-9-23',1,0,2'
50205,'2019-10-4','2019-10-20',3,2,2'
50206,'2019-11-7','2019-11-20',4,4,0'
50207,'2019-12-7','2019-12-28',4,0,0'
50208,'2019-1-8','2019-1-21',4,3,0'
50209,'2019-2-9','2019-2-17',3,1,1'
50210,'2019-3-12','2019-3-25',3,0,0'
50211,'2019-4-9','2019-4-25',3,3,0'
50212,'2019-5-14','2019-5-18',1,1,0'
50213,'2019-6-6','2019-6-19',1,3,0'
50214,'2019-7-8','2019-7-16',2,1,2'
50215,'2019-8-11','2019-8-15',4,3,1'
50216,'2019-9-2','2019-9-28',2,2,0'
50217,'2019-10-6','2019-10-20',3,4,2'
50218,'2019-11-7','2019-11-28',1,3,0'
50219,'2019-12-8','2019-12-17',1,4,0'
50220,'2019-1-4','2019-1-18',3,3,0'
50221,'2019-2-12','2019-2-21',1,1,2'
50222,'2019-3-3','2019-3-28',1,1,1'
50223,'2019-4-10','2019-4-20',3,2,0'
50224,'2019-5-4','2019-5-21',4,1,2'
50225,'2019-6-2','2019-6-25',3,0,2'
50226,'2019-7-10','2019-7-27',3,1,2'
50227,'2019-8-10','2019-8-27',1,3,0'
50228,'2019-9-10','2019-9-28',4,1,2'
50229,'2019-10-8','2019-10-18',2,3,0'
50230,'2019-11-4','2019-11-27',4,1,0'
50231,'2019-12-2','2019-12-18',1,4,0'
50232,'2019-1-14','2019-1-17',3,4,0'
50233,'2019-2-2','2019-2-22',4,1,1'
50234,'2019-3-2','2019-3-16',2,4,2'
50235,'2019-4-4','2019-4-15',4,2,0'
50236,'2019-5-4','2019-5-17',2,1,2'
50237,'2019-6-11','2019-6-20',4,2,0'
50238,'2019-7-6','2019-7-24',4,3,0'
50239,'2019-8-7','2019-8-22',1,4,2'
50240,'2019-9-14','2019-9-18',1,4,1'
50241,'2019-10-8','2019-10-17',1,3,2'
50242,'2019-11-10','2019-11-16',2,3,1'
50243,'2019-12-3','2019-12-15',2,0,0'
50244,'2019-1-1','2019-1-22',2,0,1'
50245,'2019-2-8','2019-2-25',1,4,1'
50246,'2019-3-8','2019-3-23',3,4,1'
50247,'2019-4-7','2019-4-15',4,2,0'
50248,'2019-5-12','2019-5-21',1,2,2'
50249,'2019-6-12','2019-6-26',3,4,0'
50250,'2019-7-6','2019-7-27',1,1,1'
50251,'2019-8-2','2019-8-22',2,2,2'
50252,'2019-9-13','2019-9-18',4,0,0'
50253,'2019-10-8','2019-10-18',1,1,2'
50254,'2019-11-3','2019-11-20',2,2,1'
50255,'2019-12-11','2019-12-22',1,4,2'
50256,'2019-1-12','2019-1-17',2,2,1'
50257,'2019-2-11','2019-2-16',2,0,1'
50258,'2019-3-11','2019-3-20',3,4,1'
50259,'2019-4-12','2019-4-25',3,2,2'
50260,'2019-5-5','2019-5-17',2,2,2'
50261,'2019-6-14','2019-6-27',2,2,1'
50262,'2019-7-6','2019-7-28',3,2,0'
50263,'2019-8-9','2019-8-18',4,0,2'
50264,'2019-9-4','2019-9-19',1,4,1'
50265,'2019-10-10','2019-10-16',4,4,1'
50266,'2019-11-5','2019-11-21',4,0,0'
50267,'2019-12-6','2019-12-17',3,2,2'
50268,'2019-1-2','2019-1-27',4,1,2'
50269,'2019-2-14','2019-2-17',3,3,0'
50270,'2019-3-14','2019-3-27',4,0,2'
50271,'2019-4-8','2019-4-27',1,4,0'
50272,'2019-5-6','2019-5-25',3,4,2'
50273,'2019-6-13','2019-6-26',1,3,2'
50274,'2019-7-1','2019-7-21',2,1,0'
50275,'2019-8-11','2019-8-26',2,4,1'
50276,'2019-9-12','2019-9-25',3,3,1'
50277,'2019-10-14','2019-10-28',4,0,0'
50278,'2019-11-3','2019-11-19',3,0,0'
50279,'2019-12-14','2019-12-16',1,4,0'
