60132,'2019-1-6','2019-1-15',1,4,2'
60133,'2019-2-8','2019-2-18',1,2,1'
60134,'2019-3-12','2019-3-21',1,2,1'
60135,'2019-4-1','2019-4-28',3,2,2'
60136,'2019-5-7','2019-5-18',4,2,2'
60137,'2019-6-12','2019-6-16',1,0,2'
60138,'2019-7-4','2019-7-27',4,2,0'
60139,'2019-8-1','2019-8-21',2,1,2'
60140,'2019-9-10','2019-9-26',2,4,0'
60141,'2019-10-6','2019-10-17',3,0,0'
60142,'2019-11-13','2019-11-22',1,0,1'
60143,'2019-12-13','2019-12-18',2,0,1'
60144,'2019-1-6','2019-1-27',4,3,2'
60145,'2019-2-8','2019-2-24',2,1,2'
60146,'2019-3-6','2019-3-21',2,1,2'
60147,'2019-4-6','2019-4-25',1,0,0'
60148,'2019-5-2','2019-5-22',2,2,0'
60149,'2019-6-11','2019-6-18',2,2,0'
60150,'2019-7-14','2019-7-16',2,2,2'
60151,'2019-8-12','2019-8-15',2,2,1'
60152,'2019-9-14','2019-9-27',3,1,2'
60153,'2019-10-12','2019-10-15',4,0,1'
60154,'2019-11-5','2019-11-22',2,3,2'
60155,'2019-12-9','2019-12-24',4,4,2'
60156,'2019-1-5','2019-1-19',3,0,0'
60157,'2019-2-12','2019-2-17',2,0,0'
60158,'2019-3-7','2019-3-21',1,3,0'
60159,'2019-4-2','2019-4-22',2,4,1'
60160,'2019-5-13','2019-5-26',4,4,0'
60161,'2019-6-12','2019-6-17',1,1,1'
60162,'2019-7-12','2019-7-26',1,3,2'
60163,'2019-8-8','2019-8-18',3,4,1'
60164,'2019-9-8','2019-9-16',2,4,2'
60165,'2019-10-3','2019-10-16',3,1,1'
60166,'2019-11-7','2019-11-19',1,4,2'
60167,'2019-12-1','2019-12-25',4,0,1'
60168,'2019-1-9','2019-1-18',3,0,0'
60169,'2019-2-3','2019-2-21',2,1,1'
60170,'2019-3-7','2019-3-15',3,2,0'
60171,'2019-4-7','2019-4-16',4,0,0'
60172,'2019-5-14','2019-5-28',4,1,0'
60173,'2019-6-8','2019-6-17',1,3,1'
60174,'2019-7-5','2019-7-27',1,3,0'
60175,'2019-8-14','2019-8-25',1,0,0'
60176,'2019-9-3','2019-9-27',3,2,0'
60177,'2019-10-1','2019-10-17',3,0,2'
60178,'2019-11-6','2019-11-27',4,1,1'
60179,'2019-12-13','2019-12-19',3,4,2'
60180,'2019-1-7','2019-1-17',4,1,2'
60181,'2019-2-13','2019-2-17',3,1,0'
60182,'2019-3-11','2019-3-24',3,1,0'
60183,'2019-4-10','2019-4-24',3,3,2'
60184,'2019-5-1','2019-5-26',4,3,1'
60185,'2019-6-5','2019-6-22',3,1,1'
60186,'2019-7-8','2019-7-18',4,1,1'
60187,'2019-8-3','2019-8-28',3,2,0'
60188,'2019-9-12','2019-9-22',4,2,0'
60189,'2019-10-6','2019-10-28',1,3,0'
60190,'2019-11-2','2019-11-26',3,0,1'
60191,'2019-12-12','2019-12-26',4,0,0'
60192,'2019-1-12','2019-1-16',2,1,0'
60193,'2019-2-12','2019-2-28',3,1,2'
60194,'2019-3-2','2019-3-21',4,1,0'
60195,'2019-4-11','2019-4-18',4,2,0'
60196,'2019-5-7','2019-5-16',4,4,0'
60197,'2019-6-11','2019-6-15',4,1,0'
60198,'2019-7-13','2019-7-22',4,2,0'
60199,'2019-8-9','2019-8-27',2,0,1'
60200,'2019-9-4','2019-9-17',1,4,2'
60201,'2019-10-12','2019-10-21',3,3,2'
60202,'2019-11-7','2019-11-23',2,2,0'
60203,'2019-12-1','2019-12-22',4,3,2'
60204,'2019-1-4','2019-1-27',1,1,0'
60205,'2019-2-2','2019-2-26',2,2,0'
60206,'2019-3-4','2019-3-28',4,2,0'
60207,'2019-4-8','2019-4-17',4,4,2'
60208,'2019-5-4','2019-5-27',4,4,0'
60209,'2019-6-13','2019-6-28',4,4,1'
60210,'2019-7-9','2019-7-16',4,1,1'
60211,'2019-8-1','2019-8-15',1,4,0'
60212,'2019-9-14','2019-9-24',4,0,0'
60213,'2019-10-1','2019-10-28',4,2,0'
60214,'2019-11-6','2019-11-25',4,2,0'
60215,'2019-12-7','2019-12-18',4,2,1'
60216,'2019-1-13','2019-1-18',1,3,2'
60217,'2019-2-2','2019-2-19',4,0,2'
60218,'2019-3-7','2019-3-23',2,3,1'
60219,'2019-4-6','2019-4-25',3,4,1'
60220,'2019-5-8','2019-5-22',1,0,1'
60221,'2019-6-14','2019-6-17',4,4,0'
60222,'2019-7-1','2019-7-22',4,3,1'
60223,'2019-8-3','2019-8-22',3,4,2'
60224,'2019-9-10','2019-9-17',1,3,2'
60225,'2019-10-12','2019-10-22',1,4,2'
60226,'2019-11-8','2019-11-23',4,0,2'
60227,'2019-12-1','2019-12-16',3,2,2'
60228,'2019-1-6','2019-1-19',4,4,2'
60229,'2019-2-9','2019-2-18',3,4,2'
60230,'2019-3-8','2019-3-19',4,1,2'
60231,'2019-4-3','2019-4-15',3,4,2'
60232,'2019-5-11','2019-5-23',3,0,1'
60233,'2019-6-9','2019-6-27',3,4,0'
60234,'2019-7-5','2019-7-23',3,0,2'
60235,'2019-8-3','2019-8-20',4,0,0'
60236,'2019-9-6','2019-9-26',1,3,1'
60237,'2019-10-3','2019-10-15',2,0,2'
60238,'2019-11-13','2019-11-23',2,4,0'
60239,'2019-12-11','2019-12-24',1,2,2'
60240,'2019-1-9','2019-1-21',3,2,0'
60241,'2019-2-6','2019-2-19',3,1,2'
60242,'2019-3-3','2019-3-19',1,4,0'
60243,'2019-4-5','2019-4-18',4,3,0'
60244,'2019-5-10','2019-5-15',2,3,0'
60245,'2019-6-12','2019-6-17',2,2,0'
60246,'2019-7-14','2019-7-24',1,3,0'
60247,'2019-8-1','2019-8-23',4,0,0'
60248,'2019-9-2','2019-9-22',4,3,1'
60249,'2019-10-10','2019-10-19',2,2,0'
60250,'2019-11-5','2019-11-20',2,2,0'
60251,'2019-12-12','2019-12-27',4,1,0'
60252,'2019-1-3','2019-1-21',2,2,1'
60253,'2019-2-1','2019-2-18',4,0,2'
60254,'2019-3-1','2019-3-23',3,1,2'
60255,'2019-4-10','2019-4-21',2,0,2'
60256,'2019-5-3','2019-5-21',1,1,0'
60257,'2019-6-7','2019-6-15',3,1,2'
60258,'2019-7-11','2019-7-21',3,1,0'
60259,'2019-8-11','2019-8-28',2,3,1'
60260,'2019-9-7','2019-9-22',2,2,1'
60261,'2019-10-8','2019-10-18',3,0,0'
60262,'2019-11-8','2019-11-24',4,0,0'
60263,'2019-12-13','2019-12-27',1,4,1'
60264,'2019-1-1','2019-1-21',3,3,0'
60265,'2019-2-2','2019-2-26',1,2,1'
60266,'2019-3-7','2019-3-21',2,0,1'
60267,'2019-4-9','2019-4-28',4,3,0'
60268,'2019-5-4','2019-5-20',2,0,0'
60269,'2019-6-3','2019-6-27',2,0,1'
60270,'2019-7-6','2019-7-22',2,2,1'
60271,'2019-8-3','2019-8-27',2,0,1'
60272,'2019-9-8','2019-9-19',3,3,0'
60273,'2019-10-9','2019-10-17',3,4,1'
60274,'2019-11-12','2019-11-19',1,1,1'
60275,'2019-12-6','2019-12-27',2,0,1'
60276,'2019-1-6','2019-1-20',2,3,2'
60277,'2019-2-12','2019-2-25',2,1,0'
60278,'2019-3-9','2019-3-28',3,0,2'
60279,'2019-4-13','2019-4-20',3,1,1'
60280,'2019-5-3','2019-5-25',2,2,1'
60281,'2019-6-4','2019-6-24',3,4,2'
60282,'2019-7-13','2019-7-25',1,3,2'
60283,'2019-8-13','2019-8-23',3,1,2'
60284,'2019-9-12','2019-9-22',3,0,2'
60285,'2019-10-7','2019-10-26',2,3,1'
60286,'2019-11-5','2019-11-23',1,4,0'
60287,'2019-12-4','2019-12-23',1,3,2'
60288,'2019-1-14','2019-1-22',3,3,1'
60289,'2019-2-6','2019-2-16',1,3,2'
60290,'2019-3-10','2019-3-15',4,1,2'
60291,'2019-4-14','2019-4-28',3,4,0'
60292,'2019-5-13','2019-5-23',4,3,0'
60293,'2019-6-12','2019-6-24',2,4,2'
60294,'2019-7-11','2019-7-22',3,3,1'
60295,'2019-8-14','2019-8-18',1,1,0'
60296,'2019-9-3','2019-9-19',1,3,0'
60297,'2019-10-14','2019-10-23',4,4,2'
60298,'2019-11-14','2019-11-15',3,0,2'
60299,'2019-12-3','2019-12-26',3,1,1'
60300,'2019-1-2','2019-1-24',3,4,0'
60301,'2019-2-5','2019-2-25',3,4,2'
60302,'2019-3-5','2019-3-20',1,3,0'
60303,'2019-4-12','2019-4-17',2,2,0'
60304,'2019-5-5','2019-5-20',1,2,1'
60305,'2019-6-11','2019-6-23',4,0,1'
60306,'2019-7-5','2019-7-18',3,1,1'
60307,'2019-8-13','2019-8-18',2,0,2'
60308,'2019-9-4','2019-9-16',4,1,2'
60309,'2019-10-6','2019-10-15',1,1,2'
60310,'2019-11-9','2019-11-25',2,3,2'
60311,'2019-12-4','2019-12-17',2,2,2'
60312,'2019-1-12','2019-1-19',1,3,0'
60313,'2019-2-12','2019-2-16',3,3,0'
60314,'2019-3-10','2019-3-15',3,4,2'
60315,'2019-4-9','2019-4-26',3,2,2'
60316,'2019-5-4','2019-5-18',1,4,1'
60317,'2019-6-4','2019-6-24',3,0,0'
60318,'2019-7-5','2019-7-15',2,4,2'
60319,'2019-8-13','2019-8-22',1,0,2'
60320,'2019-9-10','2019-9-15',3,2,0'
60321,'2019-10-9','2019-10-18',4,3,2'
60322,'2019-11-2','2019-11-19',4,2,0'
60323,'2019-12-1','2019-12-21',1,1,2'
60324,'2019-1-1','2019-1-18',2,1,0'
60325,'2019-2-8','2019-2-21',2,3,2'
60326,'2019-3-3','2019-3-27',1,4,0'
60327,'2019-4-5','2019-4-21',3,0,0'
60328,'2019-5-6','2019-5-15',3,3,0'
60329,'2019-6-7','2019-6-20',4,4,0'
60330,'2019-7-12','2019-7-21',4,4,1'
60331,'2019-8-14','2019-8-26',1,4,1'
60332,'2019-9-10','2019-9-15',1,2,0'
60333,'2019-10-3','2019-10-26',1,1,2'
60334,'2019-11-14','2019-11-18',4,2,0'
60335,'2019-12-8','2019-12-24',2,4,0'
60336,'2019-1-7','2019-1-20',2,0,1'
60337,'2019-2-14','2019-2-21',1,2,2'
60338,'2019-3-11','2019-3-20',2,0,2'
60339,'2019-4-8','2019-4-26',4,4,0'
60340,'2019-5-10','2019-5-28',1,1,0'
60341,'2019-6-7','2019-6-25',1,3,1'
60342,'2019-7-12','2019-7-15',2,3,0'
60343,'2019-8-14','2019-8-21',3,4,1'
60344,'2019-9-3','2019-9-15',1,3,1'
60345,'2019-10-10','2019-10-15',4,0,2'
60346,'2019-11-8','2019-11-21',3,3,1'
60347,'2019-12-10','2019-12-26',2,0,1'
60348,'2019-1-2','2019-1-22',1,3,0'
60349,'2019-2-4','2019-2-28',2,2,1'
60350,'2019-3-2','2019-3-27',3,0,0'
60351,'2019-4-1','2019-4-18',4,1,2'
60352,'2019-5-6','2019-5-25',2,4,0'
60353,'2019-6-7','2019-6-16',2,0,2'
60354,'2019-7-14','2019-7-22',2,2,0'
60355,'2019-8-10','2019-8-28',4,4,1'
60356,'2019-9-7','2019-9-28',1,0,0'
60357,'2019-10-6','2019-10-22',4,0,2'
60358,'2019-11-2','2019-11-20',1,3,1'
60359,'2019-12-6','2019-12-19',1,1,1'
60360,'2019-1-8','2019-1-16',2,4,2'
60361,'2019-2-12','2019-2-21',3,0,0'
60362,'2019-3-10','2019-3-17',1,0,0'
60363,'2019-4-14','2019-4-15',2,4,1'
60364,'2019-5-10','2019-5-23',2,3,0'
60365,'2019-6-2','2019-6-27',3,2,2'
60366,'2019-7-12','2019-7-15',1,4,0'
60367,'2019-8-14','2019-8-27',3,4,1'
60368,'2019-9-6','2019-9-21',1,0,0'
60369,'2019-10-7','2019-10-21',1,2,2'
60370,'2019-11-11','2019-11-15',3,1,2'
60371,'2019-12-6','2019-12-27',1,0,2'
60372,'2019-1-10','2019-1-18',1,1,0'
60373,'2019-2-13','2019-2-15',3,4,1'
60374,'2019-3-13','2019-3-16',1,0,0'
60375,'2019-4-10','2019-4-20',2,0,2'
60376,'2019-5-4','2019-5-16',2,3,2'
60377,'2019-6-12','2019-6-19',1,1,0'
60378,'2019-7-2','2019-7-21',2,3,0'
60379,'2019-8-12','2019-8-15',2,1,0'
60380,'2019-9-4','2019-9-25',2,2,2'
60381,'2019-10-7','2019-10-26',3,1,2'
