30066,'2019-7-10','2019-7-16',4,2,1'
30067,'2019-8-2','2019-8-22',3,1,0'
30068,'2019-9-12','2019-9-15',3,4,2'
30069,'2019-10-2','2019-10-28',4,2,1'
30070,'2019-11-13','2019-11-21',1,1,2'
30071,'2019-12-12','2019-12-22',1,3,2'
30072,'2019-1-9','2019-1-16',1,4,2'
30073,'2019-2-13','2019-2-17',4,0,1'
30074,'2019-3-9','2019-3-24',2,4,2'
30075,'2019-4-3','2019-4-23',1,4,1'
30076,'2019-5-6','2019-5-20',3,3,1'
30077,'2019-6-12','2019-6-22',4,1,2'
30078,'2019-7-14','2019-7-23',2,3,0'
30079,'2019-8-5','2019-8-19',2,3,2'
30080,'2019-9-10','2019-9-23',4,4,0'
30081,'2019-10-3','2019-10-22',3,2,1'
30082,'2019-11-11','2019-11-18',4,3,1'
30083,'2019-12-14','2019-12-15',1,3,2'
30084,'2019-1-12','2019-1-25',3,2,0'
30085,'2019-2-12','2019-2-17',4,0,2'
30086,'2019-3-6','2019-3-21',1,1,2'
30087,'2019-4-11','2019-4-26',1,1,1'
30088,'2019-5-9','2019-5-24',4,3,2'
30089,'2019-6-7','2019-6-19',2,4,2'
30090,'2019-7-8','2019-7-17',4,3,1'
30091,'2019-8-11','2019-8-17',3,2,0'
30092,'2019-9-7','2019-9-23',3,0,1'
30093,'2019-10-12','2019-10-18',3,1,0'
30094,'2019-11-6','2019-11-25',3,4,0'
30095,'2019-12-10','2019-12-28',4,3,2'
30096,'2019-1-11','2019-1-26',4,1,1'
30097,'2019-2-6','2019-2-23',1,4,0'
30098,'2019-3-12','2019-3-22',1,0,0'
30099,'2019-4-11','2019-4-16',2,2,0'
30100,'2019-5-7','2019-5-25',3,1,0'
30101,'2019-6-14','2019-6-16',4,1,2'
30102,'2019-7-12','2019-7-20',2,3,0'
30103,'2019-8-10','2019-8-18',1,4,1'
30104,'2019-9-4','2019-9-26',3,3,0'
30105,'2019-10-11','2019-10-17',1,3,1'
30106,'2019-11-11','2019-11-26',1,0,2'
30107,'2019-12-1','2019-12-28',2,3,0'
30108,'2019-1-2','2019-1-22',1,1,2'
30109,'2019-2-11','2019-2-16',4,4,1'
30110,'2019-3-10','2019-3-18',1,2,0'
30111,'2019-4-11','2019-4-21',1,4,2'
30112,'2019-5-3','2019-5-28',1,1,2'
30113,'2019-6-12','2019-6-18',1,2,0'
30114,'2019-7-1','2019-7-16',1,1,1'
30115,'2019-8-14','2019-8-15',1,0,2'
30116,'2019-9-6','2019-9-16',3,3,2'
30117,'2019-10-9','2019-10-17',4,3,2'
30118,'2019-11-4','2019-11-23',2,2,0'
30119,'2019-12-11','2019-12-23',3,4,0'
30120,'2019-1-8','2019-1-26',4,1,0'
30121,'2019-2-2','2019-2-21',2,0,1'
30122,'2019-3-14','2019-3-20',3,2,0'
30123,'2019-4-7','2019-4-18',3,1,1'
30124,'2019-5-5','2019-5-24',4,1,2'
30125,'2019-6-3','2019-6-20',1,4,1'
30126,'2019-7-1','2019-7-21',3,3,0'
30127,'2019-8-14','2019-8-18',4,3,2'
30128,'2019-9-5','2019-9-26',3,2,0'
30129,'2019-10-12','2019-10-25',3,3,1'
30130,'2019-11-4','2019-11-22',4,3,1'
30131,'2019-12-3','2019-12-25',4,1,1'
30132,'2019-1-11','2019-1-22',1,1,0'
30133,'2019-2-2','2019-2-15',3,3,2'
